"total","numF","lat","lon","id","name","prct","top25"
217,0,34.000704,-118.447869,62271003167,"Mark Twain Middle",0,0
309,0,33.940503,-118.245501,62271003168,"Edwin Markham Middle",0,0
678,114,34.16346,-118.4288,62271003187,"Robert A. Millikan Mid Sch Perf Arts Magnet & Sci Acad STEM",16.8060049955795,0
288,51,34.269201,-118.303363,62271003200,"Mt. Gleason Middle",17.7083333333333,0
287,24,34.042397,-118.326891,62271003202,"Johnnie Cochran Jr. Middle",8.3221172593366,0
320,29,33.98678,-118.2916,62271003204,"John Muir Middle",9.10152045209903,0
371,29,34.192738,-118.506565,62271003205,"William Mulholland Middle",7.76326398967908,0
248,43,34.086989,-118.219318,62271003215,"Florence Nightingale Middle",17.2670621167689,0
652,98,33.985696,-118.197193,62271003216,"Chester W. Nimitz Middle",15.005858102245,0
835,261,34.251088,-118.552387,62271003225,"Alfred B. Nobel Charter Middle",31.2320517630321,0
277,0,34.22431,-118.5248,62271003231,"Northridge Middle",0,0
385,105,34.312335,-118.4503,62271003236,"Olive Vista Middle",27.2235429133536,0
448,0,34.250204,-118.424031,62271003263,"Pacoima Middle",0,0
495,118,34.023628,-118.41596,62271003267,"Palms Middle",23.7589754978163,0
303,30,34.171333,-118.586695,62271003271,"Woodland Hills Charter Academy",9.8698549100193,0
443,45,33.883022,-118.300089,62271003277,"Robert E. Peary Middle",10.1200254604578,0
521,91,34.263134,-118.479727,62271003287,"George K. Porter Middle",17.4554324891333,0
614,56,34.167049,-118.542561,62271003289,"Gaspar De Portola Middle",9.0966079026525,0
4,0,34.03475,-118.1915,62271003296,"Ramona Opportunity High",0,0
556,222,34.15328,-118.3857,62271003299,"Walter Reed Middle",39.8785190210115,0
687,257,34.055294,-118.495355,62271003302,"Paul Revere Charter Middle",37.3733120724814,0
266,29,34.28246,-118.4385,62271003324,"San Fernando Middle",10.8880784536113,0
514,35,34.24261,-118.4658,62271003340,"Francisco Sepulveda Middle",6.81384801711031,0
709,66,33.952827,-118.196854,62271003363,"South Gate Middle",9.27740643077615,0
626,33,34.025809,-118.192968,62271003372,"Robert Louis Stevenson Middle",5.25756399322836,0
310,35,34.203648,-118.37771,62271003378,"Sun Valley Magnet",11.2819655691125,0
297,0,34.203818,-118.570836,62271003382,"John A. Sutter Middle",0,0
115,10,34.024689,-118.28251,62271003395,"Thirty-Second Street USC Performing Arts",8.70394164214366,0
59,0,34.050053,-118.224734,62271003414,"Utah Street Elementary",0,0
67,0,34.192587,-118.501577,62271003416,"Valley Alternative Magnet",0,0
411,27,34.16969,-118.451302,62271003422,"Van Nuys Middle",6.55802636790585,0
284,48,34.07398,-118.291059,62271003439,"Virgil Middle",16.9014084507042,0
146,38,34.028936,-118.434948,62271003445,"Daniel Webster Middle",25.8000837470838,0
541,28,33.826909,-118.284663,62271003460,"Stephen M. White Middle",5.16917939850383,0
435,22,33.796876,-118.273661,62271003463,"Wilmington Middle",5.03920005315261,0
227,31,33.968571,-118.404216,62271003475,"Orville Wright Engineering and Design Magnet",13.5785734904678,0
95,6,34.033913,-118.185853,62271007118,"City of Angels",6.31578947368421,0
524,37,33.990895,-118.26443,62271007523,"Los Angeles Academy Middle",7.04016250331957,0
35,6,34.14744,-118.368471,62271007753,"Berenece Carlson Home Hospital",17.1428571428571,0
13,0,34.20618,-118.4119,62271007758,"Charles Leroy Lowman Special Education Center",0,0
12,0,34.008532,-118.343293,62271007759,"Marlton",0,0
4,0,34.000898,-118.430762,62271007760,"James J. McBride Special Education Center",0,0
8,0,34.03707,-118.1683,62271007762,"Alfonso B. Perez Special Education Center",0,0
9,0,33.74063,-118.3095,62271007766,"Ernest P. Willenberg Special Education Center",0,0
243,0,33.967388,-118.177655,62271008510,"Ellen Ochoa Learning Center",0,0
243,92,34.044267,-118.371433,62271008887,"Los Angeles Center for Enriched Studies",37.7912874850758,0
60,0,34.102108,-118.204272,62271008888,"Arroyo Seco Museum Science",0,0
236,126,34.184942,-118.538329,62271009151,"Sherman Oaks Center for Enriched Studies",53.3898305084746,0
204,25,34.04506,-118.3176,62271009152,"Pio Pico Middle",12.2766691045868,0
14,0,34.056481,-118.257406,62271010519,"CDS Secondary",0,0
398,29,34.221009,-118.460219,62271010859,"Vista Middle",7.26829166579787,0
413,0,33.945767,-118.22486,62271010860,"Southeast Middle",0,0
131,0,33.94132,-118.178941,62271010863,"International Studies Lrng Center at Legacy High Sch Complex",0,0
2,0,33.990667,-118.224875,62271010880,"Pacific Boulevard",0,0
6,0,33.765657,-118.299126,62271011307,"William J. Johnston Community Day",0,0
5,0,34.242304,-118.59288,62271011315,"Aggeler Community Day",0,0
299,37,34.017936,-118.27544,62271011649,"William Jefferson Clinton Middle",12.359582446539,0
57,35,34.161734,-118.4732,62271011654,"Hesby Oaks Leadership Charter",61.0673581764631,0
406,0,34.054739,-118.269522,62271012144,"John H. Liechty Middle",0,0
386,0,34.18865,-118.397471,62271012207,"Roy Romer Middle",0,0
290,74,34.06297,-118.290431,62271012440,"Young Oak Kim Academy",25.4897146895808,0
141,0,34.06158,-118.264641,62271012483,"Sal Castro Middle",0,0
79,0,34.057766,-118.297729,62271012493,"RFK Community Schools-New Open World Academy K-12",0,0
72,0,34.059662,-118.298686,62271012524,"RFK Community Schools-UCLA Community K-12",0,0
69,2,34.059671,-118.295441,62271012559,"RFK Community Schools-Ambassador-Global Leadership",2.87431535068586,0
211,0,34.00186,-118.309037,62271012771,"Barack Obama Global Preparation Academy",0,0
171,51,33.97895,-118.199591,62271012779,"Orchard Academies 2C",29.5668978060703,0
182,25,33.97895,-118.199591,62271012825,"Orchard Academies 2B",13.6243593473736,0
162,26,34.01529,-118.248301,62271012881,"Dr. Julian Nava Lrng Acads-Sch of Arts and Culture",15.9856946893984,0
170,43,34.01529,-118.248301,62271012896,"Dr. Julian Nava Lrng Acads-Sch of Business and Tech",25.1937441643324,0
103,0,33.83307,-118.215011,62271012898,"Rancho Dominguez Preparatory",0,0
122,0,34.28216,-118.438471,62271013108,"San Fernando Institute of Applied Media",0,0
183,34,33.971479,-118.231395,62271013138,"Walnut Park Mid B Sci Tech Engr and Math Acad",18.51080316799,0
111,36,34.293589,-118.581767,62271013175,"Porter Ranch Community",32.2847437601536,0
139,0,33.787663,-118.261399,62271013177,"Harry Bridges Span",0,0
176,0,33.971479,-118.231395,62271013187,"Walnut Park Mid A Sch of Soc Just and Service Lrng",0,0
82,0,34.31862,-118.449471,62271013198,"Sylmar Leadership Academy",0,0
83,0,34.101772,-118.236816,62271013412,"Studio",0,0
34,8,33.959674,-118.427596,62271013688,"The Incubator",23.3885170834801,0
23,0,38.542463,-121.464284,63384001089,"Father Keith B. Kenny",0,0
9,0,38.566374,-121.32366,63384005217,"A. M. Winn Waldorf-Inspired",0,0
380,0,38.549331,-121.35097,63384005219,"Albert Einstein Middle",0,0
413,0,38.552006,-121.496368,63384005228,"California Middle",0,0
230,0,38.489631,-121.486527,63384005231,"Rosa Parks Elementary",0,0
354,0,38.503692,-121.459385,63384005241,"Fern Bacon Middle",0,0
57,0,38.508562,-121.550416,63384005244,"Genevieve Didion",0,0
127,0,38.476755,-121.483869,63384005259,"John H. Still",0,0
134,0,38.561488,-121.440277,63384005262,"Kit Carson Middle",0,0
265,0,38.527357,-121.51637,63384005280,"Sam Brannan Middle",0,0
601,0,38.57392,-121.4639,63384005283,"Sutter Middle",0,0
337,0,38.516891,-121.429849,63384005289,"Will C. Wood Middle",0,0
16,0,38.493699,-121.481672,63384006327,"Capital City Independent Study",0,0
54,0,38.512594,-121.509341,63384007242,"Alice Birney Waldorf-Inspired",0,0
5,0,38.51181,-121.440261,63384008282,"Success Academy",0,0
51,0,38.489747,-121.542395,63384009430,"Martin Luther King Jr.",0,0
62,0,38.531156,-121.489911,63384010040,"Leonardo Da Vinci",0,0
5,0,38.4971,-121.493601,63384011917,"John Morse Therapeutic Center",0,0
132,0,38.49395,-121.53702,63384012139,"School of Engineering & Sciences",0,0
61,0,37.759183,-122.469759,63441005360,"Yu (Alice Fong) Elementary",0,0
401,0,37.75083,-122.496799,63441005580,"Giannini (A.P.) Middle",0,0
344,0,37.729621,-122.465876,63441005585,"Aptos Middle",0,0
66,0,37.777036,-122.405981,63441005590,"Carmichael (Bessie)/FEC",0,0
207,0,37.80496,-122.4116,63441005610,"Francisco Middle",0,0
324,0,37.745395,-122.469046,63441005624,"Hoover (Herbert) Middle",0,0
65,0,37.753199,-122.42023,63441005626,"Buena Vista/ Horace Mann K-8",0,0
223,0,37.7216,-122.4428,63441005628,"Denman (James) Middle",0,0
196,0,37.749387,-122.432823,63441005629,"Lick (James) Middle",0,0
67,0,37.758006,-122.489134,63441005639,"Lawton Alternative Elementary",0,0
241,0,37.801876,-122.435557,63441005645,"Marina Middle",0,0
41,0,37.737423,-122.413181,63441005654,"Revere (Paul) Elementary",0,0
170,0,37.727739,-122.405177,63441005655,"King Jr. (Martin Luther) Academic Middle",0,0
366,0,37.781194,-122.489425,63441005657,"Presidio Middle",0,0
65,0,37.754918,-122.443538,63441005661,"Rooftop Elementary",0,0
234,0,37.782206,-122.458664,63441005662,"Roosevelt Middle",0,0
35,37,37.726222,-122.432107,63441005663,"San Francisco Community Alternative",100,0
172,0,37.715704,-122.413104,63441005678,"Visitacion Valley Middle",0,0
65,0,37.803336,-122.442979,63441007841,"Lilienthal (Claire) Elementary",0,0
162,0,37.76366,-122.429355,63441007842,"Everett Middle",0,0
55,29,41.82249,-87.682131,170141006254,"Horizon Science Acad-McKinley Pk",51.9938176197836,0
88,14,41.934143,-87.707845,170993000048,"Logandale Middle School",15.5104144065958,0
23,11,41.95232,-87.720436,170993000389,"Marshall Middle School",42.4263674614306,0
70,43,41.807417,-87.665701,170993000411,"Chavez Elem Multicultural Acad Ct",60.3640599970875,0
51,0,42.017167,-87.678062,170993000441,"Jordan Elem Community School",0,0
37,22,41.945392,-87.681316,170993000581,"Audubon Elem School",59.7740597740598,0
27,0,41.748492,-87.591259,170993000582,"Avalon Park Elem School",0,0
28,0,41.705356,-87.658389,170993000585,"Barnard Elem Comp Math & Sci Ctr",0,0
36,0,41.754462,-87.671156,170993000589,"Barton Elem School",0,0
57,0,41.774484,-87.653346,170993000590,"Bass Elem School",0,0
94,36,41.95795,-87.702224,170993000591,"Bateman Elem School",37.9654896489464,0
48,68,41.78414,-87.64816,170993000597,"Nicholson Tech Acad Elem Sch",100,0
116,56,41.971974,-87.756916,170993000601,"Beaubien Elem School",47.9310344827586,0
33,0,41.808773,-87.626702,170993000602,"Beethoven Elem School",0,0
57,0,41.885181,-87.705013,170993000603,"Beidler Elem School",0,0
43,19,41.958056,-87.733475,170993000604,"Belding Elem School",43.5287334230252,0
101,60,41.949543,-87.686731,170993000605,"Bell Elem School",59.2881884818809,0
24,4,41.710293,-87.617049,170993000607,"Bennett Elem School",16.3389513108614,0
52,0,41.729503,-87.576513,170993000609,"Black Magnet Elem School",0,0
84,90,41.950933,-87.665134,170993000610,"Blaine Elem School",100,0
27,0,41.765559,-87.653007,170993000611,"Bond Elem School",0,0
80,0,42.003504,-87.698035,170993000612,"Boone Elem School",0,0
53,0,41.75463,-87.557304,170993000614,"Bradwell Comm Arts & Sci Elem Sch",0,0
54,0,41.686315,-87.633298,170993000615,"Haley Elem Academy",0,0
40,0,41.960162,-87.649439,170993000616,"Brennemann Elem School",0,0
28,9,41.930956,-87.696153,170993000617,"Brentano Elem Math & Science Acad",31.4883645765999,0
78,28,41.949686,-87.798928,170993000618,"Bridge Elem School",35.7023411371238,0
26,0,41.699974,-87.562387,170993000619,"Bright Elem School",0,0
23,0,41.882954,-87.671122,170993000621,"Brown  W Elem School",0,0
53,0,41.761342,-87.575906,170993000623,"Bouchet Elem Math & Science Acad",0,0
75,76,41.975301,-87.696624,170993000625,"Budlong Elem School",98.3459119496855,0
93,0,41.917404,-87.782125,170993000627,"Burbank Elem School",0,0
23,0,41.725555,-87.630486,170993000628,"Turner-Drew Elem Language Academy",0,0
38,0,41.798114,-87.616467,170993000629,"Burke Elem School",0,0
50,33,41.938081,-87.669715,170993000632,"Burley Elem School",65.8730769230769,0
65,0,41.714748,-87.567054,170993000633,"Burnham Elem Inclusive Academy",0,0
93,10,41.84578,-87.714836,170993000634,"Castellanos Elem School",10.6266097512653,0
49,27,41.72864,-87.60747,170993000635,"Burnside Elem Scholastic Academy",54.6908315565032,0
22,0,41.912042,-87.668767,170993000636,"Burr Elem School",0,0
46,15,41.828938,-87.692551,170993000637,"Burroughs Elem School",32.3375214679563,0
62,0,41.897581,-87.765668,170993000638,"Brunson Math & Sci Specialty Elem",0,0
73,29,41.795102,-87.791262,170993000640,"Byrne Elem School",39.5426765015806,0
24,0,41.739256,-87.581104,170993000641,"Caldwell Elem Acad of Math & Sci",0,0
74,0,41.905213,-87.685684,170993000643,"De Diego Elem Community Academy",0,0
83,32,41.903989,-87.717847,170993000646,"Cameron Elem School",37.7917107242319,1
72,24,41.947896,-87.829764,170993000647,"Canty Elem School",33.0935251798561,0
42,48,41.783027,-87.591035,170993000648,"Carnegie Elem School",100,0
57,0,41.685518,-87.621798,170993000650,"Curtis Elem School",0,0
43,0,41.773106,-87.636882,170993000651,"Mays Elem Academy",0,0
53,0,41.741961,-87.696815,170993000652,"Carroll Elem School",0,0
25,0,41.78963,-87.623281,170993000653,"Carter Elem School",0,0
35,0,41.687465,-87.703734,170993000655,"Cassell Elem School",0,0
40,0,41.88223,-87.699208,170993000656,"Cather Elem School",0,0
36,0,41.8661,-87.694787,170993000657,"Chalmers Elem Specialty School",0,0
36,11,41.975369,-87.683138,170993000658,"Chappell Elem School",30.3921568627451,0
31,4,41.91817,-87.694391,170993000659,"Chase Elem School",12.5229202037351,0
64,30,41.654661,-87.543899,170993000661,"Clay Elem School",46.3958688245315,0
67,31,41.951691,-87.706287,170993000663,"Cleveland Elem School",45.9254174232694,0
100,117,41.992804,-87.698525,170993000664,"Clinton Elem School",100,0
58,28,41.693491,-87.679449,170993000665,"Clissold Elem School",46.510748282166,0
57,0,41.741787,-87.565156,170993000666,"Coles Elem Language Academy",0,1
137,152,41.798804,-87.625084,170993000668,"Beasley Elem Magnet Academic Ctr",100,0
28,16,41.899644,-87.681518,170993000669,"Columbus Elem School",56.3546798029557,0
36,0,41.745769,-87.659894,170993000672,"Cook Elem School",0,0
66,52,41.955545,-87.684051,170993000674,"Coonley Elem School",77.9333464799842,0
42,0,41.669303,-87.633878,170993000675,"Metcalfe Elem Community Academy",0,0
42,26,41.845554,-87.732272,170993000677,"Corkery Elem School",59.781674402613,0
24,0,41.852376,-87.712488,170993000678,"Crown Elem Comm Acd Fine Arts Ctr",0,0
49,18,41.923544,-87.705138,170993000679,"Darwin Elem School",34.6499460841088,0
41,0,41.779607,-87.616944,170993000682,"Dulles Elem School",0,0
53,0,41.822224,-87.700281,170993000687,"Davis N Elem School",0,0
105,33,41.745279,-87.717261,170993000689,"Dawes Elem School",30.6458675424193,0
56,0,41.762293,-87.623467,170993000691,"Deneen Elem School",0,0
37,0,41.87971,-87.680581,170993000695,"Dett Elem School",0,0
52,23,41.896954,-87.688622,170993000697,"Chopin Elem School",42.9742132867133,0
89,30,41.942544,-87.813521,170993000698,"Dever Elem School",33.2169739282208,0
25,0,41.795845,-87.642333,170993000706,"Dewey Elem Academy of Fine Arts",0,0
132,31,41.95696,-87.646195,170993000709,"Disney Elem Magnet School",23.1966908347276,1
90,0,41.743427,-87.610469,170993000710,"Dixon Elem School",0,0
26,10,41.706663,-87.647077,170993000712,"Garvey  M Elem School",37.7466399771233,0
18,0,41.88901,-87.704721,170993000713,"Dodge Elem School",0,0
125,29,41.878293,-87.664013,170993000714,"Young Magnet High School",23.1677479147359,0
122,24,41.923396,-87.761927,170993000720,"Hanson Park Elem School",18.9360126916975,0
57,24,41.780745,-87.787716,170993000725,"Dore Elem School",41.4628805022264,0
44,0,41.84352,-87.628681,170993000728,"Drake Elem School",0,0
25,6,41.915781,-87.674561,170993000729,"Drummond Elem School",22.7045454545455,0
47,0,41.8735,-87.749701,170993000730,"Leland Elem School",0,0
22,0,41.65404,-87.614327,170993000731,"Dubois Elem School",0,0
18,0,41.696387,-87.639789,170993000734,"Dunne Technology Acad Elem Sch",0,0
42,0,41.858634,-87.71582,170993000737,"Dvorak Technology Acad Elem Sch",0,0
40,13,41.781176,-87.67532,170993000738,"Earle Elem School",31.6395112016293,0
160,170,41.774647,-87.708448,170993000739,"Eberhart Elem School",100,0
61,64,42.004648,-87.810777,170993000741,"Ebinger Elem School",100,0
50,51,41.999433,-87.761044,170993000743,"Edgebrook Elem School",100,0
111,58,41.805234,-87.725578,170993000744,"Edwards Elem School",50.4492548288169,0
75,30,41.812663,-87.699611,170993000745,"Gunsaulus Elem Scholastic Academy",39.7518610421836,0
49,0,41.88542,-87.765881,170993000748,"Ellington Elem School",0,0
47,0,41.875891,-87.716304,170993000752,"Ericson Elem Scholastic Academy",0,0
29,0,41.689219,-87.667671,170993000753,"Esmond Elem School",0,0
44,0,41.715898,-87.639232,170993000757,"Evers Elem School",0,0
29,0,41.87035,-87.702131,170993000760,"Kellman Corporate Community Elem",0,0
29,0,41.879851,-87.707982,170993000762,"Faraday Elem School",0,0
49,49,41.933943,-87.656055,170993000763,"Agassiz Elem School",100,0
49,17,41.979916,-87.766236,170993000764,"Farnsworth Elem School",34.1279089123414,0
43,21,41.760455,-87.67656,170993000769,"Randolph Elem School",48.0770970952855,0
51,0,41.710995,-87.640258,170993000770,"Fernwood Elem School",0,0
55,0,42.009556,-87.669845,170993000771,"Field Elem School",0,0
40,47,41.785398,-87.608558,170993000773,"Fiske Elem School",100,0
43,0,41.730028,-87.655035,170993000774,"Fort Dearborn Elem School",0,0
62,10,41.906426,-87.636001,170993000777,"Franklin Elem Fine Arts Center",15.9080866106938,0
33,0,41.818054,-87.612225,170993000778,"Fuller Elem School",0,0
32,0,41.797321,-87.668454,170993000780,"Fulton Elem School",0,0
53,0,41.917722,-87.716974,170993000781,"Funston Elem School",0,0
27,0,42.020809,-87.671509,170993000782,"Gale Elem Community Academy",0,0
126,0,41.706737,-87.535048,170993000783,"Gallistel Elem Language Academy",0,0
98,38,41.975913,-87.796064,170993000784,"Garvy  J Elem School",38.5373313944743,0
163,60,41.837914,-87.71894,170993000785,"Gary Elem School",36.4257135236063,0
83,0,41.850493,-87.704631,170993000787,"Kanoon Elem Magnet School",0,0
62,9,41.922904,-87.692991,170993000794,"Goethe Elem School",14.3114143920596,0
44,43,41.669832,-87.623284,170993000796,"Owens Community Academy ES",95.939578713969,0
79,30,41.976039,-87.659514,170993000797,"Goudy Technology Academy",36.8681364741387,0
41,25,41.813016,-87.643618,170993000800,"Graham  A Elem School",59.589800443459,0
15,0,41.672547,-87.650535,170993000801,"White Elem Career Academy",0,0
129,25,41.94914,-87.758838,170993000803,"Gray Elem School",19.2726047124429,0
51,54,41.929442,-87.646241,170993000804,"Alcott Elem School",100,0
65,26,41.952964,-87.650637,170993000805,"Greeley Elem School",39.7542242703533,0
41,0,41.870418,-87.718408,170993000807,"Gregory Math & Sci Elem Academy",0,0
32,0,41.662393,-87.553513,170993000808,"Grissom Elem School",0,0
36,0,41.738659,-87.64515,170993000811,"Gresham Elem School",0,0
46,0,41.775597,-87.758257,170993000812,"Grimes Elem School",0,0
65,35,41.849792,-87.63402,170993000815,"Haines Elem School",53.2784986098239,0
50,30,41.725073,-87.62321,170993000816,"Gillespie Elem School",56.972972972973,0
24,0,41.815932,-87.633728,170993000817,"Hendricks Elem Community Academy",0,0
99,0,41.780656,-87.776588,170993000819,"Hale Elem School",0,0
22,23,41.945405,-87.670543,170993000822,"Hamilton Elem School",100,0
46,0,41.807552,-87.660951,170993000823,"Hamline Elem School",0,0
33,0,41.852605,-87.69613,170993000824,"Hammond Elem School",0,0
34,0,41.793876,-87.5868,170993000826,"Harte Elem School",0,0
31,4,41.757281,-87.632376,170993000830,"Harvard Elem School",12.3344061073273,0
62,63,41.942221,-87.65758,170993000832,"Hawthorne Elem Scholastic Academy",100,0
74,26,41.99463,-87.668512,170993000834,"Hayt Elem School",34.4060463625681,0
141,44,41.839477,-87.641091,170993000835,"Healy Elem School",30.990906561626,0
11,0,41.808523,-87.74598,170993000836,"Hearst Elem School",0,1
52,0,41.807497,-87.673249,170993000837,"Hedges Elem School",0,0
34,0,41.878461,-87.735682,170993000840,"Hefferan Elem School",0,0
33,14,41.79067,-87.67213,170993000842,"Henderson Elem School",41.0516934046346,0
39,0,41.861834,-87.718251,170993000847,"Herzl Elem School",0,0
17,18,41.718684,-87.621182,170993000851,"Harlan Community Academy HS",100,0
21,0,41.68114,-87.647334,170993000855,"Higgins Elem Community Academy",0,0
15,0,41.765448,-87.641312,170993000856,"King Academy Of Social Justice",0,0
45,24,41.983825,-87.778853,170993000857,"Hitch Elem School",52.2448979591837,0
46,8,41.838222,-87.654032,170993000858,"Holden Elem School",16.9705469845722,0
20,21,41.726319,-87.582727,170993000859,"Earhart Elem Opt for Knowl School",100,0
32,13,41.697345,-87.696907,170993000860,"Keller Elem Gifted Magnet School",40.4585040983606,0
15,0,41.793566,-87.649376,170993000861,"Holmes Elem School",0,0
58,0,41.893355,-87.759468,170993000862,"Howe Elem School",0,0
28,0,41.733143,-87.567618,170993000864,"Hoyne Elem School",0,0
22,0,41.860262,-87.731658,170993000865,"Hughes  C Elem School",0,0
77,25,41.766559,-87.719404,170993000866,"Hurley Elem School",32.3166960797623,0
56,0,41.871947,-87.683533,170993000867,"Irving Elem School",0,1
62,31,41.874773,-87.6609,170993000868,"Jackson A Elem Language Acad",49.9115044247788,0
26,0,41.939151,-87.675336,170993000869,"Jahn Elem School",0,0
69,29,41.984301,-87.701055,170993000870,"Jamieson Elem School",41.3722826086956,0
15,0,41.90223,-87.640804,170993000874,"Jenner Elem Academy of the Arts",0,0
44,0,41.87403,-87.70165,170993000875,"Jensen Elem Scholastic Academy",0,0
40,0,41.858902,-87.662376,170993000878,"Pilsen Elem Community Academy",0,1
38,31,41.862009,-87.703284,170993000880,"Johnson Elem School",79.9979600163199,0
27,0,41.858538,-87.652366,170993000881,"Jungman Elem School",0,0
28,6,41.725361,-87.676738,170993000882,"Kellogg Elem School",21.011673151751,0
24,0,41.776569,-87.641074,170993000883,"Kershaw Elem School",0,0
83,0,41.698602,-87.53353,170993000884,"Addams Elem School",0,0
59,0,42.003815,-87.668346,170993000886,"Kilmer Elem School",0,0
71,22,41.78964,-87.778775,170993000890,"Kinzie Elem School",30.7092555331992,0
41,0,41.72423,-87.63945,170993000892,"Kipling Elem School",0,0
6,2,41.867844,-87.680852,170993000894,"Jefferson Alt High School",25.9009009009009,0
55,62,42.007324,-87.778733,170993000898,"Wildwood Elem School",100,0
32,0,41.7046,-87.629831,170993000899,"Hughes L Elem School",0,0
