"total","numF","lat","lon","id","name","prct","top25"
82,25,33.88627,-85.815921,10054001488,"Pleasant Valley High Sch",30.4878048780488,0
103,31,33.652501,-85.882003,10054001489,"Wellborn High Sch",29.8926928972918,0
109,30,33.734826,-85.682758,10054001884,"White Plains Middle School",28.1345565749236,0
14,0,33.017925,-85.347424,10060000259,"Five Points Elem Sch",0,0
51,5,32.88872,-85.397167,10060000269,"John P Powell Middle Sch",10.1396723072791,0
229,44,32.806591,-85.196724,10060000272,"W F Burns Middle Sch",19.3883820333093,0
68,0,34.219758,-85.604506,10063000274,"Cedar Bluff High Sch",0,0
127,21,34.136673,-85.65069,10063000276,"Centre Middle Sch",17.652205239051,0
29,0,34.271056,-85.560038,10063000279,"Gaylesville High Sch",0,0
63,20,34.240956,-85.767388,10063000282,"Sand Rock High Sch",33.9902884890031,0
42,0,33.985406,-85.543372,10063000283,"Spring Garden High Sch",0,0
56,0,32.828651,-86.78558,10066000261,"Isabella High Sch",0,0
181,0,32.965006,-86.748458,10066000262,"Jemison High Sch",0,0
29,0,32.803101,-86.878352,10066000265,"Maplesville High Sch",0,0
70,0,32.913628,-86.716337,10066000270,"Thorsby High Sch",0,0
239,80,32.826221,-86.61319,10066000287,"Clanton Middle Sch",34.9108941577561,0
50,24,32.74895,-86.508809,10066000288,"Verbena High Sch",47.6244131455399,0
57,0,32.079824,-88.233243,10069000291,"Choctaw Co High Sch",0,0
58,0,31.84291,-88.319282,10069000297,"Southern Choctaw High Sch",0,0
117,0,31.512939,-87.894675,10072000304,"Jackson Middle Sch",0,0
76,18,31.70222,-87.763781,10072000306,"Wilson Hall Middle Sch",23.0419268510259,0
146,41,33.290819,-85.787274,10075002205,"Central Clay County Jr High Sch",23.576166738627,0
122,21,33.648138,-85.571924,10078000318,"Cleburne Co High Sch",17.6768595256034,0
58,2,33.523373,-85.346519,10078000321,"Ranburne High Sch",3.45507719513025,0
6,0,33.646153,-85.572638,10078001671,"Cleburne Co Middle Sch",0,0
39,0,31.221294,-86.169864,10081000323,"Kinston Sch",0,0
57,7,31.567269,-86.010583,10081000327,"Zion Chapel High Sch",12.856874088707,0
58,0,31.380252,-85.934744,10081001494,"New Brockton High Sch",0,0
44,0,34.76566,-87.963304,10084000333,"Cherokee High Sch",0,0
66,26,34.695533,-87.524424,10084000334,"Colbert Co High Sch",39.7691197691198,0
84,16,34.668795,-87.698547,10084000335,"Colbert Heights High Sch",18.9312384831733,0
16,0,31.297203,-87.031305,10087000344,"Conecuh Co Jr High Sch",0,0
15,0,31.54161,-86.986605,10087000347,"Lyeffion Jr High Sch",0,0
70,0,31.423271,-86.951526,10087000348,"Marshall Middle Sch",0,0
12,0,31.411493,-87.234523,10087000350,"Repton Jr High Sch",0,0
86,26,33.006713,-86.201632,10090002075,"Central Middle Sch",30.3346951602766,0
13,0,31.329662,-86.244961,10093000359,"Fleeta Sch",0,0
37,0,31.002794,-86.336791,10093000360,"Florala High Sch",0,0
46,0,31.158381,-86.612816,10093000361,"Pleasant Home Sch",0,0
45,0,31.40273,-86.61282,10093000362,"Red Level High Sch",0,0
111,0,31.387785,-86.416964,10093001672,"Straughn Middle Sch",0,0
57,0,31.591033,-86.255557,10096000365,"Brantley High Sch",0,0
65,0,31.953015,-86.313511,10096000367,"Highland Home High Sch",0,0
76,0,31.713469,-86.275554,10096000368,"Luverne High Sch",0,0
210,53,34.184802,-86.844298,10099000369,"Cullman Middle Sch",25.0727802037846,0
23,2,34.268095,-86.610417,10102000373,"Parkside Elem Sch",9.49695800563882,0
76,41,33.982003,-87.031367,10102000375,"Cold Springs Elem Sch",54.2374080362196,0
85,18,34.255977,-86.687859,10102000400,"Fairview Middle Sch",20.8863819500403,0
120,40,34.103519,-86.879981,10102000413,"Good Hope Middle Sch",33.4384858044164,0
95,0,34.060644,-86.761023,10102000420,"Hanceville Middle Sch",0,0
83,21,34.242825,-86.86569,10102000453,"Vinemont Middle Sch",25.5138199858257,0
124,32,34.232612,-86.964969,10102000459,"West Point Middle Sch",26.4066016504126,0
8,0,34.22158,-86.857728,10102001497,"Cullman Child Dev Ctr",0,0
17,0,34.142628,-87.068463,10102001676,"Harmony Sch",0,0
81,27,34.177198,-86.618645,10102002132,"Holly Pond Middle",33.3333333333333,0
60,0,31.602495,-85.721631,10105000388,"Ariton Sch",0,0
68,0,31.558955,-85.550857,10105000390,"George W Long High Sch",0,0
112,0,31.316339,-85.546946,10105000393,"South Dale Middle Sch",0,0
85,20,31.31601,-85.710273,10108000394,"Daleville High Sch",27.5703324808184,0
36,19,32.292538,-87.235715,10111000402,"Keith Middle-High Sch",52.2860593512767,0
96,22,32.370884,-87.016155,10111000408,"Tipton Middle Sch",23.0041348600509,0
135,25,32.498693,-86.983569,10111000814,"William R Martin Middle Sch",18.4504357298475,0
69,43,34.256177,-85.866568,10114000411,"Collinsville High Sch",62.387473664049,0
67,0,34.448713,-85.903536,10114000415,"Fyffe High Sch",0,0
103,0,34.351037,-86.003186,10114000416,"Geraldine High Sch",0,0
26,0,34.635104,-85.768019,10114000418,"Henagar Jr High Sch",0,0
51,2,34.712183,-85.675401,10114000419,"Ider High Sch",3.91635377555277,0
106,25,34.483649,-85.821861,10114000422,"Plainview High Sch",23.5252473829902,0
11,6,34.353964,-85.739173,10114000423,"Ruhuma Jr High Sch",53.9360081259523,0
86,0,34.56436,-85.814229,10114000424,"Sylvania High Sch",0,0
44,0,34.564117,-85.614128,10114000425,"Valley Head High Sch",0,0
274,76,34.559541,-87.019685,10117000081,"Cedar Ridge Middle Sch",27.8009900159409,0
129,20,34.586576,-86.993888,10117000428,"Brookhaven Middle Sch",15.3235983414458,0
211,67,34.587817,-86.966039,10117000433,"Oak Pk Middle Sch",31.8497773948011,0
193,57,32.509671,-87.833667,10120000439,"Demopolis Middle Sch",28.7832767554047,0
162,139,31.235999,-85.375118,10123000443,"Carver Magnet School",85.9869905748042,0
183,35,31.242141,-85.420832,10123000447,"Girard Middle School",17.8727481390231,0
158,163,31.19405,-85.352919,10123001499,"Beverlye Magnet School",100,0
174,26,31.204769,-85.434498,10123001500,"Honeysuckle Middle School",15.1953634012097,0
43,0,31.427449,-86.103287,10126000461,"Elba High Sch",0,0
287,91,32.547487,-86.221644,10129000102,"Wetumpka Middle School",31.7073170731707,0
142,26,32.634311,-86.02537,10129001432,"Eclectic Middle Sch",18.1651171853254,0
125,23,32.630155,-86.324948,10129001451,"Holtville Middle Sch",18.1185468451243,0
299,57,32.498354,-86.362024,10129001660,"Millbrook Middle Sch",19.1269845686398,0
235,91,31.311531,-85.838152,10132000474,"Coppinville Sch",39.4472062040167,0
315,118,31.33729,-85.853331,10132000475,"Dauphin Jr High Sch",37.5777479225755,0
131,0,31.045897,-87.494653,10135000485,"Escambia Co Middle Sch",0,0
72,0,31.006006,-87.269883,10135000487,"Flomaton High Sch",0,0
31,0,31.06033,-87.170527,10135000489,"McCall Jr High Sch",0,0
113,0,31.084034,-87.064852,10135001506,"W S Neal Middle Sch",0,0
75,26,34.068314,-85.92684,10138000496,"Gaston High Sch",34.6082068577853,0
111,28,33.994682,-85.872217,10138000500,"Hokes Bluff Middle Sch",24.8157248157248,0
66,25,34.06343,-86.302303,10138000507,"West End High Sch",37.7854903716973,0
87,22,33.968552,-85.935204,10138001507,"Glencoe Middle Sch",24.990730441231,0
226,47,33.947206,-86.062093,10138001508,"Rainbow Middle Sch",20.6804408733538,0
158,28,34.176744,-86.118641,10138002351,"Sardis Middle School",17.552339808465,0
200,14,31.915164,-85.141232,10141000513,"Moorer Middle Sch",6.98833333333333,0
139,25,33.491219,-86.90828,10144000516,"Fairfield High Preparatory Sch",18.7746576932003,0
40,0,33.662953,-87.598974,10147000521,"Berry High Sch",0,0
113,0,33.688968,-87.826441,10147000523,"Fayette Middle Sch",0,0
23,0,33.829522,-87.742281,10147000525,"Hubbertville Sch",0,0
347,93,34.810507,-87.672239,10153000536,"Florence Middle Sch",26.6907084270197,0
221,26,34.491316,-85.668471,10156001750,"Fort Payne Middle Sch",11.6897714499813,0
31,0,34.474859,-87.865311,10159000541,"Belgreen High Sch",0,0
23,0,34.384243,-87.599027,10159000542,"East Franklin Jr High Sch",0,0
65,0,34.350079,-87.706853,10159000544,"Phil Campbell High Sch",0,0
65,0,34.435359,-88.138139,10159000545,"Red Bay High Sch",0,0
22,0,34.374302,-88.059269,10159000548,"Vina High Sch",0,0
67,0,34.525771,-87.619126,10159001869,"Tharptown High Sch",0,0
67,8,34.002011,-85.965296,10162000552,"Litchfield Middle Sch",12.4326819510694,0
160,53,34.00617,-86.01118,10162000553,"Gadsden Middle Sch",33.3478139013453,0
151,52,34.022979,-86.036538,10162000559,"Sansom Middle Sch",26.8492535638119,0
84,36,31.043632,-85.881219,10164001788,"Geneva Middle Sch",43.6063936063936,0
58,0,31.117619,-86.050155,10166001772,"Samson Middle Sch",0,0
57,2,31.095832,-85.700153,10166001792,"Geneva Co Middle Sch",3.50877192982456,0
87,27,31.098483,-85.601606,10166001794,"Slocomb Middle Sch",30.7019704433498,0
41,18,32.791369,-88.029034,10168000578,"Paramount Jr High Sch",42.8931875525652,0
53,34,32.832642,-87.87395,10168001520,"Carver Middle Sch",64.8690509715573,0
152,65,34.358571,-86.312512,10169000579,"Guntersville Middle Sch",42.4919327918104,0
81,0,32.707132,-87.589016,10171002156,"Greensboro Middle Sch",0,0
91,64,32.99922,-87.620743,10171002411,"Hale County Middle School",70.8001029071263,0
119,41,34.22759,-87.606741,10172001885,"Haleyville Middle Sch",30.9678695007415,0
243,116,34.43601,-86.931321,10173000598,"Hartselle Jr High Sch",47.9275720164609,0
69,20,31.582101,-85.278217,10174000600,"Abbeville High Sch",28.8368636194723,0
152,65,31.356844,-85.338175,10174000605,"Headland Middle Sch",45.3746484531941,0
286,278,33.477661,-86.811465,10176000609,"Homewood Middle Sch",97.2027972027972,0
130,45,31.183743,-85.23222,10177000611,"Ashford High Sch",34.3712704784637,0
58,0,31.056572,-85.301557,10177000612,"Cottonwood High Sch",0,0
64,6,31.29336,-85.113641,10177000614,"Houston Co High Sch",9.55023364485981,0
75,27,31.225616,-85.633313,10177000617,"Wicksburg High Sch",36.0745341614907,0
203,56,31.12513,-85.446801,10177002077,"Rehobeth Middle Sch",27.6333628057766,0
63,54,34.738813,-86.611227,10180000620,"Acad For Academics & Arts",88.1439820022497,0
119,46,34.751596,-86.558816,10180000622,"Chapman Elem Sch",36.7636777386322,0
71,29,34.769896,-86.609705,10180000624,"Acad For Science & Foreign Language",42.219297090957,0
254,96,34.723705,-86.575024,10180000632,"Huntsville Middle Sch",37.7247620166882,0
79,28,34.715321,-86.625457,10180000652,"Westlawn Middle Sch",34.3850368411109,0
148,64,34.625616,-86.547268,10180001530,"Mt Gap Middle Sch",42.8610428610429,0
182,51,34.674184,-86.570839,10180001531,"Whitesburg Middle Sch",26.9052541527055,0
165,69,34.61132,-86.547742,10180001774,"Challenger Middle Sch",41.7292069632495,0
222,119,34.661856,-86.477884,10180002093,"Hampton Cove Middle Sch",53.5220151658508,0
163,48,34.630199,-86.726923,10180002146,"Williams Middle Sch",29.1630572794912,0
181,66,34.769896,-86.609705,10180002379,"Ronald McNair 7-8",36.5670942972188,0
38,0,34.943716,-85.714485,10183000655,"Bridgeport Middle Sch",0,0
18,0,34.93859,-85.627039,10183000656,"Bryant Sch",0,0
18,0,34.608369,-85.91719,10183000657,"Dutton Elem Sch",0,0
17,0,34.769258,-85.694408,10183000658,"Flat Rock Sch",0,0
13,0,34.722346,-85.969078,10183000659,"Hollywood Elem Sch",0,0
47,0,34.848756,-85.621608,10183000662,"North Sand Mt Sch",0,0
6,0,34.844214,-86.243026,10183000663,"Paint Rock Valley High Sch",0,0
26,0,34.700604,-85.763931,10183000666,"Rosalie Elem Sch",0,0
33,0,34.581282,-85.97915,10183000667,"Section High Sch",0,0
37,0,34.821747,-86.114485,10183000668,"Skyline High Sch",0,0
40,0,34.62281,-86.271059,10183000671,"Woodville High Sch",0,0
49,0,34.681871,-85.844098,10183001532,"Pisgah High Sch",0,0
67,0,34.862867,-85.834562,10183001534,"Stevenson Middle Sch",0,0
13,0,34.517225,-86.001696,10183001674,"Macedonia Sch",0,0
128,31,33.788093,-85.778413,10186000673,"Jacksonville High Sch",25.8233821263482,0
202,0,33.83568,-87.277266,10189000674,"Maddox Middle Sch",0,0
1,0,33.845214,-87.28784,10189001675,"North Highland Sch",0,0
351,105,33.696188,-86.597779,10192000472,"Clay-Chalkville Middle Sch",29.7931727952012,0
65,0,33.754526,-86.990489,10192000684,"Bagley Jr High",0,0
236,56,33.594464,-86.932897,10192000687,"Minor Middle School",25.1443471782455,0
286,78,33.647167,-86.816772,10192000689,"Bragg Middle Sch",28.6140089418778,0
46,0,33.443736,-86.955161,10192000691,"Brighton Middle Sch",0,0
100,18,33.632306,-86.776257,10192000704,"Fultondale High Sch",20.2203947368421,0
112,25,33.469711,-87.159713,10192000732,"Oak Grove High Sch",22.2674468820176,0
250,40,33.437053,-86.987051,10192000735,"Hueytown Middle Sch",16.7013698630137,0
235,54,33.701695,-86.680438,10192001543,"Rudd Middle Sch",22.9787234042553,0
8,0,33.75769,-86.811741,10192001680,"William E Burkett Multi-Handicapped Ctr",0,0
191,60,33.779696,-86.804634,10192002079,"North Jefferson Middle Sch",31.0029771070732,0
183,23,33.54416,-86.664121,10192002117,"Irondale Middle School",12.4978295286247,0
291,43,33.28946,-87.0481,10192002166,"McAdory Middle Sch",14.9194016966316,0
134,35,33.48818,-86.972941,10192002169,"Pleasant Grove Middle Sch",25.3136630472317,0
63,0,33.800798,-86.941611,10192002174,"Corner Sch",0,0
207,24,33.644541,-86.698913,10192002182,"Erwin Middle Sch",11.6533569949719,0
55,0,33.898265,-88.129762,10195000756,"Sulligent Sch",0,0
87,0,33.750736,-88.125717,10195001511,"Lamar Co High-Intermediate",0,0
48,0,33.562124,-88.037365,10195001720,"South Lamar Sch",0,0
37,0,32.85676,-85.197014,10198000760,"Lanett Jr High Sch",0,0
117,25,34.857647,-87.493889,10201000764,"Brooks High Sch",21.284914970482,0
106,0,34.89639,-87.796371,10201000765,"Central High Sch",0,0
90,22,34.828198,-87.290862,10201000767,"Lauderdale Co High Sch",24.0740740740741,0
79,25,34.967388,-87.372974,10201000770,"Lexington Sch",31.0689622423922,0
93,0,34.962385,-87.522059,10201000772,"Rogers High Sch",0,0
35,0,34.91874,-88.065301,10201000774,"Waterloo High Sch",0,0
107,22,34.927063,-87.670288,10201000775,"Wilson High Sch",20.3978257327784,0
27,0,34.681468,-87.30955,10204000776,"R A Hubbard High Sch",0,0
97,49,34.567463,-87.173132,10204000778,"East Lawrence Middle Sch",54.524627720504,0
68,18,34.561002,-87.414923,10204000780,"Hatton High Sch",25.4787160765946,0
137,25,34.476049,-87.290398,10204000786,"Moulton Middle Sch",19.1522132190451,0
1,0,34.56667,-87.173644,10204002211,"Lawrence County Developmental",0,0
104,52,32.710717,-85.188242,10207000791,"Beulah High Sch",50.8108108108108,0
41,27,32.589056,-85.579499,10207000792,"Loachapoka High Sch",65.2859545836838,0
159,35,32.496427,-85.396732,10207000793,"Sanford Middle Sch",24.6699529718398,0
477,96,32.536886,-85.100816,10207000796,"Smiths Station Jr. High Sch",19.8566141263556,0
141,37,34.987873,-86.847616,10210000797,"Ardmore High Sch",27.44960806271,0
78,0,34.801958,-87.18379,10210000799,"Clements High Sch",0,0
172,40,34.782983,-86.833435,10210000800,"East Limestone High Sch",23.4492899431181,0
77,0,34.732871,-86.97408,10210000808,"Tanner High Sch",0,0
113,39,34.939907,-87.123465,10210000810,"West Limestone High Sch",35.9485458995909,0
112,22,34.931246,-86.969221,10210001549,"Elkmont High Sch",19.9330563250231,0
44,28,32.299126,-87.78901,10213000811,"George P Austin Jr High Sch",65.9295659295659,0
79,0,32.183345,-86.580826,10216001636,"Hayneville Middle Sch",0,0
46,0,31.987164,-86.566671,10216001637,"Lowndes Co Middle Sch",0,0
22,12,32.560718,-85.656623,10219000824,"Notasulga High Sch",52.1590909090909,0
123,22,32.431781,-85.718411,10219000826,"Tuskegee Inst Middle Sch",18.3154471544715,0
329,83,34.791431,-86.715369,10222000560,"Monrovia Middle Sch",25.1784483864329,0
98,25,34.53983,-86.400985,10222000566,"New Hope Elem Sch",25.6921598882064,0
48,26,34.702239,-86.375535,10222000837,"Madison Co Elem Sch",53.9381153305204,0
318,85,34.892333,-86.574356,10222001411,"Meridianville Middle Sch",26.0496345402006,0
262,50,34.867978,-86.713174,10222001412,"Sparkman Middle",18.5792297190763,0
84,44,34.765369,-86.454841,10222001684,"Central Sch",53.5246412975671,0
336,111,34.871793,-86.453293,10222002163,"Buckhorn Middle School",32.9858866623573,0
17,0,32.279506,-87.632264,10225000852,"Amelia L. Johnson High Sch",0,0
22,7,32.05074,-87.80225,10225000856,"Marengo High Sch",31.4482029598309,0
58,0,32.097794,-87.865686,10225000857,"Sweet Water High Sch",0,0
14,0,34.019602,-87.763427,10231000862,"Brilliant High Sch",0,0
45,0,33.973687,-87.915075,10231000863,"Marion Co High Sch",0,0
28,0,34.281189,-87.832537,10231000866,"Hackleburg High School",0,0
148,0,34.138346,-87.99136,10231000867,"Hamilton Middle Sch",0,0
39,0,34.279329,-87.697361,10231000869,"Phillips High Sch",0,0
102,16,33.449347,-86.941859,10235000892,"Rutledge Sch",15.8591260195538,0
176,45,30.396132,-88.24733,10237000895,"Peter F Alba Middle Sch",25.4195295983087,0
200,15,30.662211,-88.14885,10237000897,"Jeremiah A Denton Magnet School of Technology",7.51351351351351,0
86,0,30.702771,-88.08465,10237000901,"Booker T Washington Middle Sch",0,0
168,19,30.693193,-88.050034,10237000916,"Dunbar Creative Performing Arts",11.2249666221629,0
89,0,30.656278,-88.084209,10237000918,"Mae Eanes Middle Sch",0,0
212,204,30.716821,-88.182543,10237000931,"K J Clark Middle Sch",95.7581600330533,0
292,27,30.480357,-88.345634,10237000938,"Grand Bay Middle Sch",9.24657534246575,0
78,0,30.73886,-88.056624,10237000939,"Mobile Co Training Middle Sch",0,0
200,4,30.628471,-88.08544,10237000946,"Pillans Middle Sch",1.98347107438017,0
253,57,30.696872,-88.12032,10237000947,"Phillips Preparatory Middle Sch",22.4205418752213,0
159,0,30.726541,-88.14327,10237000954,"CL Scarborough Middle Sch",0,0
499,46,30.786316,-88.290427,10237000955,"Semmes Middle Sch",9.22472502986874,0
250,55,30.552554,-88.175074,10237000961,"Katherine H Hankins Middle Sch",22,0
111,0,30.732088,-88.114867,10237000963,"Elizabeth S Chastang Middle Sch",0,0
271,0,30.616911,-88.18379,10237000990,"Burns Middle Sch",0,0
212,31,30.68251,-88.045571,10237000992,"Calloway Smith Middle Sch",14.622641509434,0
78,0,30.691159,-88.099898,10237001038,"Mobile Co Alt Sch",0,0
517,43,30.646438,-88.258289,10237001435,"Bernice J Causey Middle Sch",8.30625657805878,0
144,0,31.060838,-88.231788,10237001438,"Lott Middle Sch",0,0
28,0,30.70516,-88.202081,10237001618,"Augusta Evans Sch",0,0
2,0,30.702146,-88.081857,10237001686,"Continuous Learning Ctr",0,0
62,0,30.956689,-88.08637,10237002136,"North Mobile Co Middle Sch",0,0
64,0,31.431654,-87.340623,10240000975,"Excel High Sch",0,0
18,0,31.733129,-87.196751,10240000979,"J F Shields High Sch",0,0
79,0,31.30239,-87.502132,10240000980,"J U Blacksher Sch",0,0
12,0,31.77332,-87.485795,10240000981,"Monroe Intermediate Sch",0,0
121,0,31.524547,-87.328107,10240000983,"Monroeville Middle Sch",0,0
236,0,32.347749,-86.3083,10243000993,"Bellingrath Middle School",0,0
202,35,32.382636,-86.271453,10243000995,"Capitol Heights Middle School",17.220920565339,0
33,0,32.046587,-86.223715,10243001010,"Dunbar-Ramer Sch",0,0
35,0,32.35875,-86.31406,10243001011,"Fews Secondary Alt",0,0
167,51,32.341153,-86.296042,10243001013,"Floyd Middle Sch",30.9338220111501,0
202,30,32.355003,-86.102682,10243001016,"Georgia Washington Middle School",16.5165702827064,0
200,30,32.380141,-86.245576,10243001017,"Goodwyn Middle School",14.9721706864564,0
191,20,32.30229,-86.348431,10243001111,"Southlawn Middle Sch",10.4904527255929,0
282,27,32.29412,-86.252194,10243001524,"Walter T McKee Middle School",9.54966376364238,0
268,0,32.321338,-86.218677,10243001563,"Brewbaker Middle School",0,0
7,0,32.38471,-86.282531,10243001691,"Childrens Ctr",0,0
182,62,32.372522,-86.305592,10243001776,"Baldwin Art And Acadcs Magnet",33.8831115217519,0
256,51,32.314161,-86.134675,10243002152,"Johnnie R Carr Middle School",20.0529399671053,0
18,0,32.34789,-86.355011,10243002157,"Paterson Acad of Creative Ed",0,0
105,12,34.415741,-87.093682,10248000574,"Danville Middle Sch",11.5721464465183,0
50,0,34.474486,-86.698118,10248001041,"Cotaco Sch",0,0
49,0,34.33389,-86.76396,10248001043,"Eva Sch",0,0
60,0,34.366326,-86.912323,10248001044,"Falkville High Sch",0,0
37,0,34.533116,-86.60551,10248001046,"Laceys Spring Elem Sch",0,0
19,0,34.44874,-86.843235,10248001050,"Sparkman Elem Sch",0,0
53,0,34.472665,-86.622421,10248001051,"Union Hill Sch",0,0
96,4,34.585333,-87.079488,10248001864,"West Morgan Middle Sch",4.16666666666667,0
126,0,34.527487,-86.897978,10248001871,"Priceville Jr High Sch",0,0
364,134,33.493275,-86.755981,10249001057,"Mt Brook Jr High Sch",36.4389307550121,0
241,76,34.743636,-87.6503,10252001059,"Muscle Shoals Middle Sch",31.5826199643627,0
